SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
ABAN, EQ, 21-May-2018, 161.60, 161.60, 161.95, 153.55, 156.65, 156.55, 157.55, 700706, 1103.94, 9081, 169128, 24.14
ABB, EQ, 21-May-2018, 1216.35, 1220.00, 1233.85, 1198.00, 1198.90, 1200.20, 1205.93, 20256, 244.27, 1601, 7668, 37.86
ABBOTINDIA, EQ, 21-May-2018, 6727.85, 6847.00, 6847.00, 6555.25, 6581.00, 6606.60, 6660.51, 5243, 349.21, 2223, 3289, 62.73
ABCAPITAL, EQ, 21-May-2018, 147.50, 148.40, 148.90, 143.00, 143.80, 143.85, 145.27, 1789491, 2599.64, 19908, 1220418, 68.20
ABFRL, EQ, 21-May-2018, 143.65, 144.10, 144.75, 139.05, 141.00, 140.40, 140.89, 228887, 322.48, 6419, 125507, 54.83
ABGSHIP, BZ, 21-May-2018, 5.55, 5.30, 5.50, 5.30, 5.30, 5.40, 5.36, 20674, 1.11, 99, -, -
ABMINTLTD, BE, 21-May-2018, 23.70, 23.10, 23.10, 22.55, 22.55, 22.55, 22.83, 2, 0.00, 2, -, -
ACC, EQ, 21-May-2018, 1374.35, 1379.00, 1379.90, 1322.60, 1349.65, 1344.10, 1344.81, 380473, 5116.65, 17553, 99118, 26.05
ACCELYA, EQ, 21-May-2018, 1251.50, 1253.15, 1253.15, 1200.00, 1206.30, 1212.65, 1211.66, 8043, 97.45, 1622, 5863, 72.90
ACE, EQ, 21-May-2018, 173.85, 173.00, 176.20, 162.05, 164.30, 163.80, 168.85, 502795, 848.97, 6206, 263168, 52.34
ADANIENT, EQ, 21-May-2018, 118.60, 119.00, 120.90, 116.00, 119.00, 118.20, 117.78, 3196634, 3765.00, 17729, 282234, 8.83
ADANIPORTS, EQ, 21-May-2018, 389.50, 389.35, 392.55, 381.50, 385.25, 383.70, 385.17, 1544488, 5948.88, 44644, 706437, 45.74
ADANIPOWER, EQ, 21-May-2018, 21.15, 21.30, 21.55, 20.30, 20.75, 20.70, 20.79, 7186536, 1493.75, 10419, 1626257, 22.63
ADANITRANS, EQ, 21-May-2018, 128.15, 129.00, 131.70, 123.20, 124.85, 125.30, 126.31, 510767, 645.15, 4990, 137884, 27.00
ADFFOODS, EQ, 21-May-2018, 263.55, 262.95, 265.85, 248.00, 254.20, 257.65, 260.80, 835332, 2178.55, 4803, 623424, 74.63
ADHUNIK, EQ, 21-May-2018, 3.25, 3.40, 3.40, 3.20, 3.30, 3.30, 3.30, 39826, 1.32, 78, 21694, 54.47
ADHUNIKIND, EQ, 21-May-2018, 70.30, 72.00, 72.00, 66.80, 66.80, 66.80, 66.95, 2990, 2.00, 46, 2685, 89.80
ADLABS, EQ, 21-May-2018, 45.20, 45.05, 45.75, 43.80, 44.60, 44.20, 44.27, 50132, 22.19, 498, 29575, 58.99
ADORWELD, EQ, 21-May-2018, 356.95, 357.05, 357.85, 343.30, 345.75, 346.05, 351.02, 9553, 33.53, 296, 6888, 72.10
ADROITINFO, EQ, 21-May-2018, 30.00, 29.40, 31.95, 29.00, 30.10, 29.85, 30.36, 6420, 1.95, 95, 2783, 43.35
ADSL, EQ, 21-May-2018, 16.80, 16.05, 17.40, 16.05, 16.05, 16.25, 16.81, 36678, 6.17, 107, 26761, 72.96
ADVANIHOTR, EQ, 21-May-2018, 58.25, 59.20, 59.20, 55.10, 55.90, 56.20, 56.19, 11768, 6.61, 191, 7144, 60.71
ADVENZYMES, EQ, 21-May-2018, 226.20, 225.20, 225.80, 218.00, 220.65, 221.40, 220.69, 194958, 430.26, 3965, 117757, 60.40
AEGISCHEM, EQ, 21-May-2018, 262.15, 261.90, 264.25, 253.00, 257.60, 257.55, 257.15, 46795, 120.33, 2034, 27973, 59.78
AFL, EQ, 21-May-2018, 46.90, 47.00, 48.60, 46.00, 47.55, 47.45, 47.44, 7709, 3.66, 38, 5122, 66.44
AGARIND, BE, 21-May-2018, 250.10, 259.95, 259.95, 238.00, 252.00, 251.20, 250.02, 2368, 5.92, 29, -, -
AGCNET, EQ, 21-May-2018, 110.45, 114.95, 114.95, 105.25, 106.35, 106.35, 107.90, 1501, 1.62, 22, 1089, 72.55
AGLSL, EQ, 21-May-2018, 95.90, 94.50, 96.00, 93.50, 95.80, 94.80, 94.38, 7972, 7.52, 61, 5169, 64.84
AGRITECH, EQ, 21-May-2018, 120.75, 121.10, 124.20, 119.10, 123.50, 122.25, 121.91, 16897, 20.60, 348, 11857, 70.17
AGROPHOS, SM, 21-May-2018, 40.25, 39.50, 39.55, 36.10, 39.40, 39.40, 38.72, 90000, 34.85, 14, 6000, 6.67
AHLEAST, EQ, 21-May-2018, 299.80, 314.00, 314.00, 287.80, 296.00, 298.40, 294.69, 2505, 7.38, 151, 1845, 73.65
AHLUCONT, EQ, 21-May-2018, 371.40, 366.60, 380.20, 365.00, 378.00, 373.60, 373.46, 25016, 93.42, 436, 15808, 63.19
AHLWEST, BE, 21-May-2018, 287.00, 287.00, 287.00, 272.65, 272.65, 272.65, 273.31, 313, 0.86, 16, -, -
AIAENG, EQ, 21-May-2018, 1564.40, 1585.00, 1585.00, 1525.00, 1527.00, 1534.70, 1548.75, 28511, 441.56, 2419, 20706, 72.62
AICHAMP, BE, 21-May-2018, 25.00, 23.80, 23.80, 23.80, 23.80, 23.80, 23.80, 495, 0.12, 2, -, -
AIFL, EQ, 21-May-2018, 460.50, 455.50, 471.15, 455.50, 466.00, 459.85, 465.47, 104590, 486.84, 1126, 51192, 48.95
AIRAN, SM, 21-May-2018, 244.25, 254.75, 254.75, 242.00, 242.00, 242.00, 247.07, 15500, 38.30, 9, 9000, 58.06
AIROLAM, SM, 21-May-2018, 45.85, 43.75, 43.75, 42.50, 43.00, 43.00, 42.98, 27000, 11.61, 6, 27000, 100.00
AISL, SM, 21-May-2018, 109.15, 110.00, 112.00, 109.00, 112.00, 112.00, 110.22, 6000, 6.61, 5, 4800, 80.00
AJANTPHARM, EQ, 21-May-2018, 1023.00, 1015.10, 1015.15, 978.45, 981.00, 986.50, 992.10, 316232, 3137.33, 11306, 65908, 20.84
AJMERA, EQ, 21-May-2018, 251.80, 251.30, 252.00, 238.65, 240.90, 240.25, 243.18, 102036, 248.13, 2271, 56554, 55.43
AJOONI, SM, 21-May-2018, 30.00, 31.00, 31.00, 31.00, 31.00, 31.00, 31.00, 4000, 1.24, 1, 4000, 100.00
AKASH, SM, 21-May-2018, 81.00, 70.25, 70.25, 70.25, 70.25, 70.25, 70.25, 1000, 0.70, 1, 1000, 100.00
AKSHARCHEM, EQ, 21-May-2018, 596.65, 590.60, 602.90, 574.00, 584.00, 583.50, 592.14, 8242, 48.80, 3519, 4395, 53.32
AKSHOPTFBR, EQ, 21-May-2018, 33.30, 33.30, 33.75, 32.25, 32.50, 32.35, 32.87, 542768, 178.40, 1913, 326446, 60.14
AKZOINDIA, EQ, 21-May-2018, 1947.35, 1940.00, 1940.00, 1895.00, 1910.00, 1900.70, 1906.08, 15648, 298.26, 1276, 10956, 70.02
ALANKIT, EQ, 21-May-2018, 34.00, 32.90, 33.60, 32.30, 32.30, 32.30, 32.72, 215419, 70.48, 381, 144801, 67.22
ALBERTDAVD, EQ, 21-May-2018, 367.85, 385.35, 385.35, 356.10, 368.45, 366.20, 362.66, 5159, 18.71, 85, 3992, 77.38
ALBK, EQ, 21-May-2018, 37.75, 38.05, 39.15, 37.50, 38.50, 38.55, 38.26, 5007888, 1916.09, 10886, 470547, 9.40
ALCHEM, BE, 21-May-2018, 7.25, 7.45, 7.60, 6.90, 6.95, 6.95, 7.10, 1809, 0.13, 27, -, -
ALEMBICLTD, EQ, 21-May-2018, 51.50, 51.25, 52.30, 51.10, 51.60, 51.55, 51.51, 328923, 169.44, 1359, 262740, 79.88
ALICON, EQ, 21-May-2018, 619.45, 617.55, 627.40, 597.00, 604.00, 602.80, 604.28, 2241, 13.54, 156, 1860, 83.00
ALKALI, EQ, 21-May-2018, 78.20, 81.00, 81.00, 76.60, 78.00, 77.85, 78.21, 6517, 5.10, 103, 5186, 79.58
ALKEM, EQ, 21-May-2018, 1970.75, 1970.95, 1978.00, 1926.55, 1928.00, 1940.95, 1947.51, 7630, 148.60, 2333, 3614, 47.37
ALKYLAMINE, EQ, 21-May-2018, 678.55, 684.95, 729.70, 680.10, 699.00, 701.75, 711.85, 113502, 807.96, 4396, 44591, 39.29
ALLCARGO, EQ, 21-May-2018, 129.55, 129.55, 130.55, 124.00, 124.10, 124.40, 125.79, 160110, 201.40, 3038, 97173, 60.69
ALLSEC, EQ, 21-May-2018, 364.70, 366.65, 377.10, 355.45, 374.00, 372.50, 370.74, 7509, 27.84, 412, 6384, 85.02
ALMONDZ, BE, 21-May-2018, 31.90, 32.00, 32.00, 30.35, 30.45, 30.40, 30.74, 4071, 1.25, 13, -, -
ALOKTEXT, EQ, 21-May-2018, 1.60, 1.55, 1.60, 1.55, 1.55, 1.55, 1.55, 1203065, 18.66, 446, 1200999, 99.83
ALPA, EQ, 21-May-2018, 33.55, 33.50, 33.70, 31.85, 32.70, 32.15, 32.64, 26939, 8.79, 174, 19792, 73.47
ALPHAGEO, EQ, 21-May-2018, 799.50, 799.90, 799.90, 755.35, 758.25, 761.60, 773.07, 27514, 212.70, 1651, 19616, 71.29
ALPSINDUS, BE, 21-May-2018, 2.05, 2.05, 2.05, 1.95, 2.00, 2.00, 1.99, 6985, 0.14, 13, -, -
AMARAJABAT, EQ, 21-May-2018, 831.90, 814.00, 820.00, 756.45, 802.30, 808.40, 791.22, 2626589, 20782.08, 55310, 375341, 14.29
AMBER, EQ, 21-May-2018, 1149.50, 1127.00, 1147.45, 1125.00, 1138.00, 1139.90, 1138.58, 12533, 142.70, 2248, 9014, 71.92
AMBIKCO, EQ, 21-May-2018, 1358.50, 1358.00, 1360.85, 1330.00, 1330.00, 1334.50, 1342.87, 1963, 26.36, 211, 1242, 63.27
AMBUJACEM, EQ, 21-May-2018, 210.45, 210.45, 212.80, 204.25, 207.50, 208.05, 208.08, 1715130, 3568.81, 17301, 576879, 33.63
AMDIND, EQ, 21-May-2018, 26.05, 25.25, 26.30, 24.75, 25.25, 25.20, 25.10, 21645, 5.43, 104, 15764, 72.83
AMJLAND, EQ, 21-May-2018, 28.50, 28.50, 28.80, 27.45, 27.75, 28.10, 27.95, 21362, 5.97, 116, 15974, 74.78
AMJUMBO, SM, 21-May-2018, 87.80, 88.00, 88.00, 85.00, 87.00, 86.75, 86.88, 18000, 15.64, 7, 18000, 100.00
AMRUTANJAN, EQ, 21-May-2018, 279.45, 283.00, 283.00, 270.00, 272.00, 272.45, 274.75, 5285, 14.52, 271, 3691, 69.84
AMTEKAUTO, BZ, 21-May-2018, 9.40, 8.95, 9.85, 8.95, 9.85, 9.85, 9.52, 522369, 49.73, 603, -, -
ANANTRAJ, EQ, 21-May-2018, 41.10, 40.50, 40.95, 39.10, 39.25, 39.40, 39.91, 420220, 167.72, 1825, 209230, 49.79
ANDHRABANK, EQ, 21-May-2018, 34.35, 34.60, 35.35, 34.10, 35.00, 34.95, 34.66, 4283653, 1484.85, 8166, 700516, 16.35
ANDHRACEMT, EQ, 21-May-2018, 10.20, 10.00, 10.00, 9.55, 9.60, 9.65, 9.75, 125128, 12.20, 252, 98925, 79.06
ANDHRSUGAR, EQ, 21-May-2018, 390.65, 390.65, 404.00, 372.50, 381.90, 379.95, 389.35, 36270, 141.22, 2706, 16207, 44.68
ANGIND, BE, 21-May-2018, 2.60, 2.70, 2.70, 2.50, 2.50, 2.50, 2.50, 14312, 0.36, 24, -, -
ANIKINDS, BE, 21-May-2018, 32.30, 32.00, 33.00, 31.45, 32.85, 32.10, 31.82, 4003, 1.27, 47, -, -
ANSALAPI, EQ, 21-May-2018, 17.65, 17.80, 18.10, 15.90, 15.90, 15.90, 16.61, 419524, 69.68, 690, 340402, 81.14
ANSALHSG, EQ, 21-May-2018, 17.20, 16.90, 16.90, 16.10, 16.40, 16.30, 16.48, 42905, 7.07, 174, 31246, 72.83
ANTGRAPHIC, BE, 21-May-2018, 0.70, 0.65, 0.75, 0.65, 0.75, 0.70, 0.68, 133806, 0.92, 60, -, -
APARINDS, EQ, 21-May-2018, 750.95, 753.20, 755.00, 730.10, 733.05, 744.95, 749.68, 17780, 133.29, 671, 15774, 88.72
APCL, EQ, 21-May-2018, 186.05, 182.05, 189.95, 175.50, 188.85, 181.60, 181.25, 2389, 4.33, 67, 1437, 60.15
APCOTEXIND, EQ, 21-May-2018, 543.75, 533.00, 544.95, 525.65, 534.10, 534.55, 534.99, 8900, 47.61, 343, 4757, 53.45
APEX, EQ, 21-May-2018, 574.65, 577.00, 596.70, 545.05, 585.90, 584.60, 578.08, 202847, 1172.62, 7512, 60047, 29.60
APLAPOLLO, EQ, 21-May-2018, 1984.75, 1980.00, 1980.00, 1897.35, 1900.00, 1930.90, 1953.95, 20628, 403.06, 1719, 16501, 79.99
APLLTD, EQ, 21-May-2018, 465.30, 453.65, 463.80, 439.95, 445.00, 444.55, 446.96, 43554, 194.67, 8513, 25888, 59.44
APOLLO, EQ, 21-May-2018, 197.50, 198.00, 198.05, 186.00, 186.05, 186.75, 189.57, 37533, 71.15, 1229, 22626, 60.28
APOLLOHOSP, EQ, 21-May-2018, 1016.65, 1016.00, 1019.05, 977.00, 981.25, 983.50, 986.27, 254209, 2507.18, 21634, 114935, 45.21
APOLLOTYRE, EQ, 21-May-2018, 285.95, 285.00, 286.45, 273.15, 275.50, 276.00, 277.68, 2647317, 7350.96, 47697, 614748, 23.22
APOLSINHOT, EQ, 21-May-2018, 1721.00, 1721.05, 1774.85, 1640.00, 1640.00, 1653.85, 1697.15, 712, 12.08, 183, 406, 57.02
APTECHT, EQ, 21-May-2018, 231.30, 229.90, 231.90, 217.20, 218.80, 219.90, 222.25, 401704, 892.79, 7444, 135204, 33.66
ARCHIDPLY, EQ, 21-May-2018, 84.75, 83.50, 84.05, 83.00, 83.80, 83.50, 83.70, 97089, 81.26, 205, 93863, 96.68
ARCHIES, BE, 21-May-2018, 32.90, 32.10, 33.55, 31.30, 31.80, 32.05, 32.19, 62945, 20.26, 232, -, -
ARCOTECH, EQ, 21-May-2018, 23.05, 23.05, 23.95, 22.45, 22.60, 22.75, 23.05, 575820, 132.70, 2252, 323097, 56.11
ARIES, EQ, 21-May-2018, 181.20, 184.50, 184.50, 176.00, 176.00, 177.10, 179.31, 13218, 23.70, 353, 10891, 82.40
ARIHANT, BE, 21-May-2018, 39.70, 39.70, 39.90, 39.00, 39.00, 39.00, 39.32, 286, 0.11, 4, -, -
ARIHANTSUP, EQ, 21-May-2018, 132.15, 130.05, 131.00, 127.00, 127.60, 128.40, 128.57, 40957, 52.66, 224, 38452, 93.88
ARMANFIN, BE, 21-May-2018, 390.05, 409.00, 409.00, 370.55, 370.55, 374.40, 379.43, 2405, 9.13, 47, -, -
AROGRANITE, EQ, 21-May-2018, 61.40, 63.90, 63.90, 59.25, 60.35, 60.45, 60.85, 65710, 39.99, 646, 36305, 55.25
ARROWGREEN, EQ, 21-May-2018, 282.15, 278.50, 286.00, 270.10, 270.10, 271.50, 274.59, 7740, 21.25, 1281, 4369, 56.45
ARROWTEX, EQ, 21-May-2018, 33.75, 34.05, 34.05, 30.40, 30.80, 30.70, 31.15, 25441, 7.93, 206, 18897, 74.28
ARSHIYA, EQ, 21-May-2018, 62.70, 64.55, 64.55, 60.50, 60.60, 60.85, 61.49, 30958, 19.04, 293, 22546, 72.83
ARSSINFRA, BE, 21-May-2018, 30.10, 28.60, 28.60, 28.60, 28.60, 28.60, 28.60, 57433, 16.43, 75, -, -
ARVIND, EQ, 21-May-2018, 399.40, 398.50, 403.75, 388.10, 390.40, 390.35, 393.56, 1619545, 6373.86, 25108, 554946, 34.27
ARVSMART, EQ, 21-May-2018, 185.00, 184.95, 186.70, 174.60, 180.00, 179.20, 179.86, 27150, 48.83, 582, 15584, 57.40
ASAHIINDIA, EQ, 21-May-2018, 334.50, 333.00, 339.00, 329.00, 331.95, 334.90, 331.82, 57621, 191.20, 1015, 42707, 74.12
ASAHISONG, EQ, 21-May-2018, 323.55, 324.00, 325.00, 310.00, 311.00, 313.55, 316.34, 2201, 6.96, 133, 1908, 86.69
ASAL, EQ, 21-May-2018, 71.25, 71.00, 72.00, 69.20, 69.50, 69.50, 70.34, 10379, 7.30, 138, 7739, 74.56
ASHAPURMIN, EQ, 21-May-2018, 58.80, 59.00, 60.30, 57.40, 57.60, 57.85, 58.60, 73344, 42.98, 1084, 39164, 53.40
ASHIANA, EQ, 21-May-2018, 156.50, 156.35, 157.00, 151.00, 154.10, 153.15, 153.85, 36393, 55.99, 782, 23934, 65.77
ASHIMASYN, EQ, 21-May-2018, 27.00, 26.05, 26.65, 24.70, 25.05, 25.00, 25.53, 112384, 28.69, 625, 67130, 59.73
ASHOKA, EQ, 21-May-2018, 263.60, 263.05, 264.95, 240.95, 244.05, 243.85, 250.97, 138134, 346.68, 4103, 67055, 48.54
ASHOKLEY, EQ, 21-May-2018, 148.40, 147.95, 147.95, 133.35, 133.75, 134.30, 137.94, 53028114, 73149.14, 219011, 12302238, 23.20
ASIANHOTNR, EQ, 21-May-2018, 285.40, 273.20, 299.65, 273.20, 282.85, 283.15, 281.55, 1727, 4.86, 56, 996, 57.67
ASIANPAINT, EQ, 21-May-2018, 1308.35, 1305.00, 1314.70, 1290.85, 1305.00, 1301.70, 1301.13, 692442, 9009.60, 31201, 370992, 53.58
ASIANTILES, EQ, 21-May-2018, 452.00, 451.00, 455.00, 422.00, 426.10, 426.80, 431.30, 90785, 391.56, 2590, 60062, 66.16
ASPINWALL, EQ, 21-May-2018, 346.60, 346.60, 350.00, 340.10, 340.10, 340.15, 347.40, 607, 2.11, 18, 607, 100.00
ASSAMCO, EQ, 21-May-2018, 3.95, 4.00, 4.00, 3.75, 3.85, 3.85, 3.85, 603044, 23.24, 315, 453694, 75.23
ASTEC, EQ, 21-May-2018, 679.80, 677.00, 698.00, 642.40, 673.00, 668.65, 671.20, 29327, 196.84, 1569, 15944, 54.37
ASTERDM, EQ, 21-May-2018, 187.95, 187.35, 191.00, 185.20, 188.25, 188.05, 188.70, 316856, 597.89, 5797, 226482, 71.48
ASTRAL, EQ, 21-May-2018, 932.30, 947.00, 947.00, 917.50, 919.00, 919.05, 921.67, 10248, 94.45, 856, 5555, 54.21
ASTRAMICRO, EQ, 21-May-2018, 90.20, 90.00, 92.75, 89.50, 89.95, 90.55, 91.00, 210883, 191.90, 2119, 105102, 49.84
ASTRAZEN, EQ, 21-May-2018, 1131.10, 1140.85, 1170.00, 1126.05, 1141.00, 1140.05, 1139.81, 108453, 1236.16, 1613, 104489, 96.34
ASTRON, EQ, 21-May-2018, 115.80, 115.05, 115.75, 112.25, 113.65, 113.35, 113.75, 72799, 82.81, 1593, 32276, 44.34
ATFL, EQ, 21-May-2018, 710.35, 706.35, 710.00, 662.00, 667.25, 669.05, 681.14, 22243, 151.51, 1095, 16264, 73.12
ATLANTA, EQ, 21-May-2018, 65.60, 65.60, 65.60, 61.00, 61.50, 61.65, 62.73, 105475, 66.17, 1388, 65708, 62.30
ATLASCYCLE, BE, 21-May-2018, 140.50, 139.00, 142.60, 134.05, 138.45, 135.15, 136.34, 1818, 2.48, 62, -, -
ATNINTER, BE, 21-May-2018, 0.20, 0.20, 0.20, 0.20, 0.20, 0.20, 0.20, 10010, 0.02, 5, -, -
ATUL, EQ, 21-May-2018, 2795.05, 2804.95, 2874.40, 2741.05, 2787.00, 2787.75, 2797.32, 8833, 247.09, 1034, 5058, 57.26
ATULAUTO, EQ, 21-May-2018, 424.00, 432.00, 440.00, 422.00, 429.00, 426.75, 428.32, 60099, 257.42, 2608, 16107, 26.80
AUBANK, EQ, 21-May-2018, 690.70, 700.00, 720.70, 697.35, 705.00, 704.60, 710.89, 277081, 1969.75, 14677, 142643, 51.48
AURIONPRO, EQ, 21-May-2018, 202.05, 203.05, 207.25, 195.60, 195.65, 198.15, 200.13, 28841, 57.72, 597, 22760, 78.92
AUROPHARMA, EQ, 21-May-2018, 579.40, 575.00, 581.40, 562.45, 563.70, 565.50, 571.32, 1032294, 5897.69, 18288, 277009, 26.83
AUSOMENT, EQ, 21-May-2018, 71.60, 69.65, 73.90, 68.05, 68.05, 68.05, 69.30, 7874, 5.46, 102, 5131, 65.16
AUSTRAL, BZ, 21-May-2018, 0.15, 0.10, 0.20, 0.10, 0.20, 0.20, 0.12, 85575, 0.10, 17, -, -
AUTOAXLES, EQ, 21-May-2018, 1464.05, 1450.50, 1475.00, 1430.50, 1440.05, 1447.25, 1452.18, 11661, 169.34, 882, 9176, 78.69
AUTOIND, EQ, 21-May-2018, 71.50, 69.60, 72.95, 69.50, 69.80, 70.10, 70.14, 8753, 6.14, 273, 4951, 56.56
AUTOLITIND, EQ, 21-May-2018, 65.15, 64.35, 67.70, 62.35, 63.00, 64.25, 64.94, 12719, 8.26, 216, 8416, 66.17
AVADHSUGAR, EQ, 21-May-2018, 326.20, 334.95, 354.50, 330.00, 339.00, 339.85, 344.46, 83213, 286.63, 3303, 21459, 25.79
AVANTIFEED, EQ, 21-May-2018, 2044.40, 2048.70, 2048.70, 1901.00, 1940.00, 1953.00, 1959.88, 135244, 2650.62, 12884, 49703, 36.75
AVG, SM, 21-May-2018, 119.00, 114.90, 114.90, 110.00, 110.00, 110.30, 111.57, 8400, 9.37, 7, 7200, 85.71
AVTNPL, EQ, 21-May-2018, 34.55, 33.50, 35.00, 33.40, 33.50, 33.50, 33.83, 98416, 33.29, 449, 78064, 79.32
AXISBANK, EQ, 21-May-2018, 532.90, 535.00, 537.80, 521.85, 528.00, 526.85, 527.01, 4258800, 22444.46, 53676, 1811516, 42.54
AXISCADES, EQ, 21-May-2018, 153.35, 153.00, 156.00, 144.40, 148.00, 147.75, 148.78, 45613, 67.86, 1810, 20905, 45.83
AXISGOLD, EQ, 21-May-2018, 2695.00, 2700.00, 2708.00, 2681.05, 2681.05, 2681.05, 2701.16, 73, 1.97, 19, 70, 95.89
AXISNIFTY, EQ, 21-May-2018, 1076.45, 1070.12, 1070.12, 1055.22, 1055.22, 1055.22, 1065.15, 15, 0.16, 2, 10, 66.67
AYMSYNTEX, EQ, 21-May-2018, 60.85, 60.85, 63.00, 58.20, 59.50, 59.60, 59.98, 13294, 7.97, 97, 10969, 82.51
BAFNAPHARM, EQ, 21-May-2018, 24.50, 24.60, 24.60, 23.50, 23.55, 23.55, 23.90, 11500, 2.75, 91, 8601, 74.79
BAGFILMS, EQ, 21-May-2018, 4.85, 4.75, 4.75, 4.60, 4.70, 4.70, 4.68, 113753, 5.32, 114, 75491, 66.36
BAJAJ-AUTO, EQ, 21-May-2018, 2787.50, 2774.95, 2774.95, 2703.50, 2722.00, 2720.55, 2743.90, 393470, 10796.41, 33245, 142848, 36.30
BAJAJCORP, EQ, 21-May-2018, 451.30, 456.80, 458.00, 447.75, 450.10, 450.50, 450.42, 24932, 112.30, 987, 19943, 79.99
BAJAJELEC, EQ, 21-May-2018, 582.60, 585.00, 605.25, 582.05, 601.00, 596.65, 593.03, 269494, 1598.19, 6602, 108556, 40.28
BAJAJFINSV, EQ, 21-May-2018, 5729.80, 5735.00, 5775.00, 5620.80, 5745.00, 5722.05, 5681.86, 163075, 9265.70, 20769, 49874, 30.58
BAJAJHIND, EQ, 21-May-2018, 7.20, 7.20, 7.55, 6.95, 7.10, 7.05, 7.28, 3890314, 283.20, 3919, 1489566, 38.29
BAJAJHLDNG, EQ, 21-May-2018, 2762.30, 2762.05, 2763.70, 2690.00, 2710.00, 2721.55, 2712.04, 7388, 200.37, 1408, 4158, 56.28
BAJFINANCE, EQ, 21-May-2018, 2149.65, 2125.00, 2149.00, 2080.55, 2114.90, 2105.45, 2105.90, 2376823, 50053.58, 72060, 900391, 37.88
BALAJITELE, EQ, 21-May-2018, 119.80, 118.05, 124.80, 115.50, 121.75, 122.05, 118.97, 249279, 296.57, 2189, 149676, 60.04
BALAMINES, EQ, 21-May-2018, 633.60, 635.00, 636.05, 592.80, 595.15, 595.35, 608.00, 29975, 182.25, 2093, 18356, 61.24
BALKRISHNA, EQ, 21-May-2018, 74.55, 76.00, 76.00, 72.00, 72.00, 72.50, 73.47, 3619, 2.66, 49, 3268, 90.30
BALKRISIND, EQ, 21-May-2018, 1173.85, 1173.85, 1185.95, 1040.00, 1122.00, 1117.60, 1099.94, 1242422, 13665.86, 42376, 452321, 36.41
BALLARPUR, EQ, 21-May-2018, 11.25, 11.45, 11.45, 10.55, 10.65, 10.70, 10.88, 702217, 76.39, 3698, 467808, 66.62
BALMLAWRIE, EQ, 21-May-2018, 210.90, 212.00, 224.40, 207.50, 207.70, 209.30, 212.18, 62610, 132.85, 1653, 38522, 61.53
BALPHARMA, EQ, 21-May-2018, 78.00, 80.00, 80.00, 73.50, 75.00, 75.10, 76.55, 8305, 6.36, 204, 5239, 63.08
BALRAMCHIN, EQ, 21-May-2018, 62.30, 62.50, 68.50, 62.50, 66.75, 66.00, 66.55, 13310292, 8858.29, 48464, 2621522, 19.70
